timestamp,battery_id,state,speed_kph,voltage_V,current_A,soc_percent,state_of_health,ambient_temp_C
2024-01-15 10:09:00,KF-D103,in_use,33.45,50.64,16.45,69.76,92.49,27.53
2024-01-15 10:09:30,KF-D103,in_use,37.09,50.45,20.01,69.68,91.46,26.52
2024-01-15 10:10:00,KF-D103,in_use,42.18,50.56,19.53,,92.43,28.58
2024-01-15 10:10:30,KF-D103,in_use,48.77,50.57,20.49,69.56,86.31,25.98
2024-01-15 10:11:00,KF-D103,in_use,35.38,49.67,,69.51,91.72,27.06
2024-01-15 10:11:30,KF-D103,in_use,51.09,50.87,18.0,69.46,90.88,29.35
2024-01-15 10:12:00,KF-D103,in_use,35.06,50.22,17.39,69.4,89.84,28.8
2024-01-15 10:12:30,KF-D103,in_use,31.04,,21.96,69.34,92.15,28.06
2024-01-15 10:13:00,KF-D103,in_use,31.11,50.18,14.38,69.29,88.45,28.75
2024-01-15 10:13:30,KF-D103,in_use,28.23,,21.79,69.23,93.86,28.17
2024-01-15 10:14:00,KF-D103,in_use,26.57,49.79,16.2,69.17,89.6,26.49
2024-01-15 10:14:30,KF-D103,in_use,43.19,50.07,18.43,69.12,89.47,25.95
2024-01-15 10:15:00,KF-D103,in_use,28.11,50.12,18.83,69.07,93.07,27.69
2024-01-15 10:15:30,KF-D103,in_use,36.08,50.64,19.51,69.0,88.67,26.02
2024-01-15 10:16:00,KF-D103,in_use,22.33,,17.77,68.95,92.19,24.54
2024-01-15 10:16:30,KF-D103,in_use,26.46,50.35,15.71,68.88,90.01,28.09
2024-01-15 10:17:00,KF-D103,in_use,27.81,50.72,16.91,68.81,90.98,29.81
2024-01-15 10:17:30,KF-D103,in_use,42.48,50.79,18.71,68.75,88.53,25.23
2024-01-15 10:18:00,KF-D103,in_use,34.67,50.76,22.28,68.71,92.42,25.42
2024-01-15 10:18:30,KF-D103,in_use,29.7,50.37,21.14,68.65,88.97,29.36
2024-01-15 10:19:00,KF-D103,in_use,32.48,50.46,14.69,68.59,94.1,27.49
2024-01-15 10:19:30,KF-D103,in_use,30.05,50.7,16.97,68.53,92.09,27.19
2024-01-15 10:20:00,KF-D103,in_use,29.54,51.44,19.31,68.46,93.99,28.44
2024-01-15 10:20:30,KF-D103,in_use,,51.17,18.43,68.41,92.94,
2024-01-15 10:21:00,KF-D103,in_use,27.74,50.71,19.21,68.35,88.02,27.0
2024-01-15 10:21:30,KF-D103,in_use,42.74,50.83,17.67,68.26,90.37,26.58
2024-01-15 10:22:00,KF-D103,in_use,30.43,50.62,16.02,68.22,90.72,30.53
2024-01-15 10:22:30,KF-D103,in_use,39.26,50.68,18.53,68.15,90.87,25.68
2024-01-15 10:23:00,KF-D103,in_use,36.62,50.68,19.29,68.11,87.4,25.04
2024-01-15 10:23:30,KF-D103,in_use,45.12,50.11,15.87,68.06,92.47,27.06
2024-01-15 10:24:00,KF-D103,in_use,26.83,50.33,20.0,68.0,93.4,26.41
2024-01-15 10:24:30,KF-D103,in_use,16.58,51.05,17.12,67.95,93.28,26.39
2024-01-15 10:25:00,KF-D103,in_use,25.18,51.0,21.49,67.89,90.37,23.68
2024-01-15 10:25:30,KF-D103,in_use,45.47,50.09,14.82,67.83,89.46,26.18
2024-01-15 10:26:00,KF-D103,in_use,36.13,50.48,17.23,67.78,88.45,27.58
2024-01-15 10:26:30,KF-D103,in_use,51.63,50.68,18.29,67.73,91.71,27.86
2024-01-15 10:27:00,KF-D103,in_use,33.89,,,67.68,91.8,27.36
2024-01-15 10:27:30,KF-D103,in_use,33.23,50.9,16.58,67.62,92.19,27.07
2024-01-15 10:28:00,KF-D103,in_use,,49.61,17.94,67.56,88.82,27.26
2024-01-15 10:28:30,KF-D103,in_use,47.29,50.44,15.91,67.51,89.63,25.15
2024-01-15 10:29:00,KF-D103,in_use,44.97,50.05,14.84,67.44,89.9,28.25
2024-01-15 10:29:30,KF-D103,in_use,22.93,50.7,18.71,67.39,89.98,26.45
2024-01-15 10:30:00,KF-D103,in_use,30.44,50.32,17.04,67.33,91.01,27.26
2024-01-15 10:30:30,KF-D103,in_use,33.38,49.72,16.34,67.27,92.18,25.1
2024-01-15 10:31:00,KF-D103,in_use,45.08,50.13,19.88,67.19,87.95,27.85
2024-01-15 10:31:30,KF-D103,in_use,35.49,51.08,21.13,67.13,90.72,27.48
2024-01-15 10:32:00,KF-D103,in_use,44.38,,16.17,67.07,90.47,29.88
2024-01-15 10:32:30,KF-D103,in_use,50.21,50.28,20.73,67.01,93.49,28.84
2024-01-15 10:33:00,KF-D103,in_use,37.14,50.8,,66.93,,25.14
2024-01-15 10:33:30,KF-D103,in_use,35.55,50.24,15.56,66.87,86.9,29.53
2024-01-15 10:34:00,KF-D103,in_use,37.35,50.64,17.2,66.83,89.39,26.33
2024-01-15 10:34:30,KF-D103,in_use,33.73,49.48,16.32,66.76,92.11,26.38
2024-01-15 10:35:00,KF-D103,in_use,44.3,51.32,20.53,66.69,,27.28
2024-01-15 10:35:30,KF-D103,in_use,42.02,50.6,16.12,66.64,87.62,28.57
2024-01-15 10:36:00,KF-D103,in_use,33.13,50.92,14.7,66.57,89.61,25.56
2024-01-15 10:36:30,KF-D103,in_use,31.55,50.92,18.59,66.51,92.38,26.71
2024-01-15 10:37:00,KF-D103,in_use,46.02,51.14,15.35,66.43,88.16,24.62
2024-01-15 10:37:30,KF-D103,in_use,31.53,50.87,16.93,66.36,90.53,25.87
2024-01-15 10:38:00,KF-D103,in_use,40.57,49.71,18.93,66.31,89.67,25.22
2024-01-15 10:38:30,KF-D103,in_use,47.62,50.06,19.3,66.25,91.35,22.76
2024-01-15 10:39:00,KF-D103,in_use,42.92,,19.66,,94.4,29.32
2024-01-15 10:39:30,KF-D103,in_use,35.49,51.04,17.34,66.13,89.14,25.26
2024-01-15 10:40:00,KF-D103,in_use,34.71,50.16,17.61,66.08,91.54,28.9
2024-01-15 10:40:30,KF-D103,in_use,44.8,50.04,19.04,66.03,88.32,26.42
2024-01-15 10:41:00,KF-D103,in_use,37.56,50.43,17.98,65.99,90.94,27.18
2024-01-15 10:41:30,KF-D103,in_use,37.73,50.82,17.48,65.92,89.38,28.49
2024-01-15 10:42:00,KF-D103,in_use,32.94,49.88,19.32,65.86,90.79,28.02
2024-01-15 10:42:30,KF-D103,in_use,38.18,50.12,17.4,65.79,93.95,25.56
2024-01-15 10:43:00,KF-D103,in_use,44.82,50.53,17.25,65.75,92.91,24.56
2024-01-15 10:43:30,KF-D103,in_use,35.35,50.36,18.16,65.69,,25.02
2024-01-15 10:44:00,KF-D103,in_use,41.17,50.13,18.0,65.62,92.28,26.65
2024-01-15 10:44:30,KF-D103,in_use,,50.44,18.28,65.55,90.36,29.79
2024-01-15 10:45:00,KF-D103,in_use,32.37,50.87,18.62,65.5,,26.61
2024-01-15 10:45:30,KF-D103,in_use,28.98,50.4,19.2,65.43,90.48,30.13
2024-01-15 10:46:00,KF-D103,in_use,,50.46,18.28,65.37,92.8,28.86
2024-01-15 10:46:30,KF-D103,in_use,34.47,,18.52,65.3,92.8,24.05
2024-01-15 10:47:00,KF-D103,in_use,33.6,50.68,21.0,65.24,90.05,28.13
2024-01-15 10:47:30,KF-D103,in_use,28.97,51.08,20.32,65.18,91.42,22.53
2024-01-15 10:48:00,KF-D103,in_use,38.01,50.88,16.15,65.12,90.38,31.06
2024-01-15 10:48:30,KF-D103,in_use,32.93,51.17,20.14,65.06,,21.91
2024-01-15 10:49:00,KF-D103,in_use,32.89,50.28,20.58,64.99,91.3,25.24
2024-01-15 10:49:30,KF-D103,in_use,46.12,50.3,18.17,64.94,,25.69
2024-01-15 10:50:00,KF-D103,in_use,26.12,51.27,16.75,64.89,92.22,27.33
2024-01-15 10:50:30,KF-D103,in_use,49.61,50.29,16.54,64.84,91.16,29.74
2024-01-15 10:51:00,KF-D103,in_use,45.9,51.13,20.42,,91.16,27.65
2024-01-15 10:51:30,KF-D103,in_use,47.2,50.64,17.93,64.72,89.94,26.46
2024-01-15 10:52:00,KF-D103,in_use,45.06,50.24,20.67,64.65,87.82,31.28
2024-01-15 10:52:30,KF-D103,in_use,50.4,50.99,15.55,64.58,91.36,28.04
2024-01-15 10:53:00,KF-D103,in_use,39.85,50.09,18.34,64.5,93.22,24.46
2024-01-15 10:53:30,KF-D103,in_use,31.46,50.11,17.8,64.44,92.15,27.98
2024-01-15 10:54:00,KF-D103,in_use,36.28,49.96,18.74,64.39,89.78,
2024-01-15 10:54:30,KF-D103,in_use,47.26,50.29,20.68,64.34,90.53,
2024-01-15 10:55:00,KF-D103,in_use,31.52,49.74,17.64,64.28,94.57,25.21
2024-01-15 10:55:30,KF-D103,in_use,39.0,50.7,18.96,64.21,90.06,27.44
2024-01-15 10:56:00,KF-D103,in_use,35.95,50.98,21.32,,93.53,29.89
2024-01-15 10:56:30,KF-D103,in_use,39.31,49.82,,64.11,92.76,26.84
2024-01-15 10:57:00,KF-D103,in_use,25.33,50.22,19.05,64.06,90.16,23.9
2024-01-15 10:57:30,KF-D103,in_use,36.66,51.27,19.83,64.0,93.88,27.58
2024-01-15 10:58:00,KF-D103,in_use,27.54,50.05,18.05,,88.64,
2024-01-15 10:58:30,KF-D103,in_use,36.98,50.81,19.18,63.89,93.28,26.84
2024-01-15 10:59:00,KF-D103,in_use,29.53,49.93,18.61,63.83,92.35,25.84
2024-01-15 10:59:30,KF-D103,in_use,32.94,50.06,16.69,63.78,89.88,24.73
2024-01-15 11:00:00,KF-D103,charging,0.0,52.17,-11.66,,91.28,26.16
2024-01-15 11:00:30,KF-D103,charging,0.0,51.97,-12.06,63.78,91.87,28.33
2024-01-15 11:01:00,KF-D103,charging,0.0,51.95,-12.56,63.78,88.78,27.05
2024-01-15 11:01:30,KF-D103,charging,0.0,52.49,-11.7,63.78,90.63,28.36
2024-01-15 11:02:00,KF-D103,charging,0.0,51.8,-10.76,63.78,94.19,24.92
2024-01-15 11:02:30,KF-D103,charging,0.0,51.81,,63.78,95.01,27.85
2024-01-15 11:03:00,KF-D103,charging,0.0,51.89,-12.13,63.78,89.59,26.66
2024-01-15 11:03:30,KF-D103,charging,0.0,52.36,-11.69,63.78,92.55,22.75
2024-01-15 11:04:00,KF-D103,charging,0.0,51.95,-13.36,,95.15,26.78
2024-01-15 11:04:30,KF-D103,charging,0.0,52.01,-10.19,63.78,90.15,27.62
2024-01-15 11:05:00,KF-D103,charging,0.0,52.01,-10.95,63.78,87.3,25.91
2024-01-15 11:05:30,KF-D103,charging,0.0,52.16,-13.98,63.78,95.38,27.19
2024-01-15 11:06:00,KF-D103,charging,0.0,51.97,-12.68,63.78,88.73,26.38
2024-01-15 11:06:30,KF-D103,charging,0.0,52.04,-12.51,63.78,91.79,29.77
2024-01-15 11:07:00,KF-D103,charging,0.0,51.55,-11.4,63.78,88.96,27.3
2024-01-15 11:07:30,KF-D103,charging,0.0,52.03,-13.0,63.78,89.74,27.37
2024-01-15 11:08:00,KF-D103,charging,0.0,52.33,-10.96,63.78,88.83,25.19
2024-01-15 11:08:30,KF-D103,charging,0.0,52.05,-8.79,63.78,92.59,29.24
2024-01-15 11:09:00,KF-D103,charging,0.0,52.01,-11.22,63.78,91.86,26.54
2024-01-15 11:09:30,KF-D103,charging,0.0,51.63,-13.31,63.78,90.08,27.68
2024-01-15 11:10:00,KF-D103,charging,0.0,52.31,-12.62,63.78,93.9,26.64
2024-01-15 11:10:30,KF-D103,charging,,,-10.49,63.78,89.05,27.67
2024-01-15 11:11:00,KF-D103,charging,0.0,51.98,-11.32,63.78,,23.78
2024-01-15 11:11:30,KF-D103,charging,,52.06,-11.01,63.78,93.84,26.23
2024-01-15 11:12:00,KF-D103,charging,0.0,51.65,-13.01,63.78,89.09,26.53
2024-01-15 11:12:30,KF-D103,charging,0.0,52.13,-10.95,63.78,90.24,26.66
2024-01-15 11:13:00,KF-D103,charging,0.0,52.01,-13.37,63.78,91.36,25.47
2024-01-15 11:13:30,KF-D103,charging,0.0,52.19,-10.93,63.78,93.08,29.14
2024-01-15 11:14:00,KF-D103,charging,0.0,52.05,-12.6,63.78,93.02,25.7
2024-01-15 11:14:30,KF-D103,charging,0.0,52.27,-12.0,63.78,91.12,
2024-01-15 11:15:00,KF-D103,charging,0.0,52.29,-11.93,63.78,88.36,27.51
2024-01-15 11:15:30,KF-D103,charging,0.0,52.05,-10.33,63.78,91.67,
2024-01-15 11:16:00,KF-D103,charging,,52.03,-11.49,63.78,88.94,26.32
2024-01-15 11:16:30,KF-D103,charging,0.0,52.29,,63.78,92.32,23.78
2024-01-15 11:17:00,KF-D103,charging,0.0,51.92,-13.06,63.78,91.95,29.01
2024-01-15 11:17:30,KF-D103,charging,0.0,51.69,-11.65,63.78,,26.62
2024-01-15 11:18:00,KF-D103,charging,0.0,51.81,-10.31,63.78,91.12,28.79
2024-01-15 11:18:30,KF-D103,charging,0.0,51.99,-11.84,,89.91,27.17
2024-01-15 11:19:00,KF-D103,charging,0.0,52.07,-11.9,63.78,91.3,24.56
2024-01-15 11:19:30,KF-D103,charging,0.0,51.95,-12.16,63.78,92.97,24.34
2024-01-15 11:20:00,KF-D103,charging,0.0,52.18,-12.35,63.78,91.34,30.71
2024-01-15 11:20:30,KF-D103,charging,0.0,51.93,-11.3,63.78,91.97,29.08
2024-01-15 11:21:00,KF-D103,charging,0.0,51.87,-11.72,63.78,93.16,25.02
2024-01-15 11:21:30,KF-D103,charging,0.0,52.07,-10.64,,88.41,26.28
2024-01-15 11:22:00,KF-D103,charging,0.0,52.04,-13.43,63.78,93.67,27.72
2024-01-15 11:22:30,KF-D103,charging,0.0,52.04,-11.79,63.78,87.46,24.95
2024-01-15 11:23:00,KF-D103,charging,0.0,52.0,-11.93,63.78,89.03,27.05
2024-01-15 11:23:30,KF-D103,charging,0.0,51.99,-11.39,63.78,92.01,26.4
2024-01-15 11:24:00,KF-D103,charging,0.0,52.35,-13.28,63.78,87.18,25.4
2024-01-15 11:24:30,KF-D103,charging,0.0,51.96,-12.54,63.78,,22.51
2024-01-15 11:25:00,KF-D103,charging,0.0,52.15,-10.03,,94.51,27.98
2024-01-15 11:25:30,KF-D103,charging,,52.04,-13.74,63.78,94.63,25.81
2024-01-15 11:26:00,KF-D103,charging,0.0,,-12.36,63.78,93.0,26.58
2024-01-15 11:26:30,KF-D103,charging,0.0,51.92,-12.03,63.78,91.47,27.63
2024-01-15 11:27:00,KF-D103,charging,0.0,52.2,-10.59,63.78,91.51,
2024-01-15 11:27:30,KF-D103,charging,0.0,52.16,-10.97,63.78,94.67,28.0
2024-01-15 11:28:00,KF-D103,charging,,51.8,-11.32,63.78,89.99,24.76
2024-01-15 11:28:30,KF-D103,charging,,51.64,-12.7,63.78,94.31,25.73
2024-01-15 11:29:00,KF-D103,charging,0.0,52.34,-12.2,63.78,91.39,27.36
2024-01-15 11:29:30,KF-D103,charging,0.0,51.89,-11.86,63.78,94.4,26.7
2024-01-15 11:30:00,KF-D103,not_in_use,0.0,51.76,0.0,63.78,90.0,26.26
2024-01-15 11:30:30,KF-D103,not_in_use,0.0,51.9,0.0,63.78,89.79,25.81
2024-01-15 11:31:00,KF-D103,not_in_use,0.0,51.94,0.0,63.78,88.63,
2024-01-15 11:31:30,KF-D103,not_in_use,0.0,52.14,0.0,63.78,88.92,29.05
2024-01-15 11:32:00,KF-D103,not_in_use,0.0,51.85,,63.78,90.25,28.08
2024-01-15 11:32:30,KF-D103,not_in_use,0.0,,0.0,63.78,92.17,25.15
2024-01-15 11:33:00,KF-D103,not_in_use,0.0,,0.0,63.78,91.5,24.28
2024-01-15 11:33:30,KF-D103,not_in_use,0.0,52.34,0.0,63.78,89.75,25.36
2024-01-15 11:34:00,KF-D103,not_in_use,0.0,51.79,0.0,63.78,90.68,26.11
2024-01-15 11:34:30,KF-D103,not_in_use,0.0,51.93,0.0,63.78,91.17,
2024-01-15 11:35:00,KF-D103,not_in_use,0.0,51.98,0.0,63.78,90.94,28.41
2024-01-15 11:35:30,KF-D103,not_in_use,,51.86,0.0,63.78,88.19,24.81
2024-01-15 11:36:00,KF-D103,not_in_use,0.0,51.52,0.0,63.78,91.16,29.6
2024-01-15 11:36:30,KF-D103,not_in_use,0.0,51.94,0.0,63.78,94.03,28.32
2024-01-15 11:37:00,KF-D103,not_in_use,0.0,52.18,0.0,63.78,92.09,25.66
2024-01-15 11:37:30,KF-D103,not_in_use,0.0,52.11,0.0,,87.79,25.18
2024-01-15 11:38:00,KF-D103,not_in_use,0.0,52.05,0.0,63.78,91.55,29.26
2024-01-15 11:38:30,KF-D103,not_in_use,0.0,52.11,0.0,63.78,91.36,26.65
2024-01-15 11:39:00,KF-D103,not_in_use,0.0,51.96,0.0,63.78,,29.57
2024-01-15 11:39:30,KF-D103,not_in_use,0.0,51.78,,63.78,93.7,25.09
2024-01-15 11:40:00,KF-D103,not_in_use,0.0,51.93,0.0,63.78,95.42,28.33
2024-01-15 11:40:30,KF-D103,not_in_use,0.0,52.35,0.0,,91.77,26.2
2024-01-15 11:41:00,KF-D103,not_in_use,0.0,52.16,0.0,63.78,90.95,24.45
2024-01-15 11:41:30,KF-D103,not_in_use,0.0,52.01,0.0,63.78,92.25,24.49
2024-01-15 11:42:00,KF-D103,not_in_use,0.0,52.0,0.0,63.78,89.19,26.45
2024-01-15 11:42:30,KF-D103,not_in_use,0.0,51.84,0.0,63.78,92.72,27.6
2024-01-15 11:43:00,KF-D103,not_in_use,0.0,51.94,0.0,63.78,89.68,29.27
2024-01-15 11:43:30,KF-D103,not_in_use,0.0,52.09,0.0,63.78,94.71,28.52
2024-01-15 11:44:00,KF-D103,not_in_use,0.0,51.64,0.0,63.78,88.5,26.13
2024-01-15 11:44:30,KF-D103,not_in_use,0.0,52.16,0.0,63.78,,28.7
2024-01-15 11:45:00,KF-D103,not_in_use,0.0,,0.0,63.78,92.87,28.28
2024-01-15 11:45:30,KF-D103,not_in_use,0.0,51.86,0.0,63.78,,
2024-01-15 11:46:00,KF-D103,not_in_use,0.0,51.73,0.0,63.78,90.76,28.37
2024-01-15 11:46:30,KF-D103,not_in_use,0.0,52.16,0.0,63.78,92.13,26.02
2024-01-15 11:47:00,KF-D103,not_in_use,0.0,51.87,0.0,63.78,92.97,25.86
2024-01-15 11:47:30,KF-D103,not_in_use,0.0,52.19,0.0,63.78,,24.45
2024-01-15 11:48:00,KF-D103,not_in_use,0.0,51.83,0.0,63.78,92.77,26.72
2024-01-15 11:48:30,KF-D103,not_in_use,0.0,52.07,0.0,63.78,93.87,24.73
2024-01-15 11:49:00,KF-D103,not_in_use,0.0,51.95,0.0,63.78,92.24,25.75
2024-01-15 11:49:30,KF-D103,not_in_use,0.0,52.15,0.0,,92.37,26.51
2024-01-15 11:50:00,KF-D103,not_in_use,0.0,52.26,,63.78,94.24,
2024-01-15 11:50:30,KF-D103,not_in_use,0.0,52.24,0.0,63.78,89.26,25.8
2024-01-15 11:51:00,KF-D103,not_in_use,0.0,51.81,0.0,63.78,93.43,27.25
2024-01-15 11:51:30,KF-D103,not_in_use,0.0,51.79,0.0,63.78,91.1,25.13
2024-01-15 11:52:00,KF-D103,not_in_use,0.0,52.03,0.0,63.78,94.2,24.22
2024-01-15 11:52:30,KF-D103,not_in_use,0.0,52.18,0.0,63.78,92.28,25.7
2024-01-15 11:53:00,KF-D103,not_in_use,0.0,52.03,0.0,63.78,88.6,22.41
2024-01-15 11:53:30,KF-D103,not_in_use,0.0,52.14,0.0,,91.5,25.35
2024-01-15 11:54:00,KF-D103,not_in_use,0.0,52.07,0.0,63.78,91.28,25.36
2024-01-15 11:54:30,KF-D103,not_in_use,0.0,52.37,,63.78,88.99,28.98
2024-01-15 11:55:00,KF-D103,not_in_use,0.0,51.75,0.0,63.78,88.44,26.24
2024-01-15 11:55:30,KF-D103,not_in_use,0.0,51.95,0.0,63.78,90.89,26.24
2024-01-15 11:56:00,KF-D103,not_in_use,0.0,51.9,0.0,63.78,87.28,25.16
2024-01-15 11:56:30,KF-D103,not_in_use,0.0,52.16,0.0,63.78,93.83,26.99
2024-01-15 11:57:00,KF-D103,not_in_use,0.0,51.83,0.0,63.78,90.15,
2024-01-15 11:57:30,KF-D103,not_in_use,0.0,51.88,0.0,63.78,92.75,26.61
2024-01-15 11:58:00,KF-D103,not_in_use,0.0,52.51,0.0,63.78,91.77,27.72
2024-01-15 11:58:30,KF-D103,not_in_use,0.0,51.63,,63.78,93.23,27.49
2024-01-15 11:59:00,KF-D103,not_in_use,0.0,51.86,,63.78,90.35,24.71
2024-01-15 11:59:30,KF-D103,not_in_use,0.0,52.01,0.0,63.78,89.72,27.29
2024-01-15 06:00:00,KF-E104,in_use,31.04,50.58,15.11,99.95,87.0,26.08
2024-01-15 06:00:30,KF-E104,in_use,23.04,50.69,15.68,99.9,88.6,27.25
2024-01-15 06:01:00,KF-E104,in_use,18.18,50.0,17.66,99.84,89.98,26.59
2024-01-15 06:01:30,KF-E104,in_use,41.69,50.11,16.38,99.77,88.99,28.2
2024-01-15 06:02:00,KF-E104,in_use,23.32,50.45,13.58,99.72,89.57,27.59
2024-01-15 06:02:30,KF-E104,in_use,22.47,50.23,15.19,99.65,90.17,25.19
2024-01-15 06:03:00,KF-E104,in_use,31.95,50.9,19.38,99.59,91.1,26.48
2024-01-15 06:03:30,KF-E104,in_use,39.85,50.25,17.66,99.55,89.25,26.25
2024-01-15 06:04:00,KF-E104,in_use,50.52,50.17,14.74,99.49,91.12,26.48
2024-01-15 06:04:30,KF-E104,in_use,36.32,49.93,18.32,99.42,90.1,28.01
2024-01-15 06:05:00,KF-E104,in_use,8.64,50.47,16.58,99.35,88.99,25.1
2024-01-15 06:05:30,KF-E104,in_use,37.59,50.72,17.87,99.29,88.39,
2024-01-15 06:06:00,KF-E104,in_use,32.11,50.57,18.04,99.22,94.77,
2024-01-15 06:06:30,KF-E104,in_use,40.5,50.37,14.55,99.17,89.41,26.08
2024-01-15 06:07:00,KF-E104,in_use,45.23,50.85,14.51,99.1,94.02,25.45
2024-01-15 06:07:30,KF-E104,in_use,34.24,51.22,15.07,99.05,91.82,27.75
2024-01-15 06:08:00,KF-E104,in_use,49.12,50.07,17.23,,88.39,27.74
2024-01-15 06:08:30,KF-E104,in_use,20.79,50.43,18.5,98.95,91.84,26.87
2024-01-15 06:09:00,KF-E104,in_use,24.66,51.35,16.99,98.89,89.65,27.34
2024-01-15 06:09:30,KF-E104,in_use,33.91,49.9,22.41,98.84,90.55,27.87
2024-01-15 06:10:00,KF-E104,in_use,51.18,50.33,17.4,98.78,89.98,26.08
2024-01-15 06:10:30,KF-E104,in_use,30.81,50.5,14.78,98.73,91.29,23.28
2024-01-15 06:11:00,KF-E104,in_use,18.82,50.18,20.19,98.66,91.03,25.6
2024-01-15 06:11:30,KF-E104,in_use,33.84,50.6,20.16,98.6,92.27,28.15
2024-01-15 06:12:00,KF-E104,in_use,34.38,50.34,18.18,98.51,92.09,24.8
2024-01-15 06:12:30,KF-E104,in_use,46.64,50.38,22.69,98.46,,25.99
2024-01-15 06:13:00,KF-E104,in_use,26.18,50.3,22.27,98.37,88.26,29.05
2024-01-15 06:13:30,KF-E104,in_use,36.78,50.61,18.66,98.32,89.18,27.79
2024-01-15 06:14:00,KF-E104,in_use,31.35,51.05,18.39,98.26,92.06,26.4
2024-01-15 06:14:30,KF-E104,in_use,21.34,50.37,20.63,98.17,93.81,28.89
2024-01-15 06:15:00,KF-E104,in_use,35.79,50.24,20.79,98.11,92.9,27.64
2024-01-15 06:15:30,KF-E104,in_use,34.09,50.99,22.39,98.05,94.12,28.75
2024-01-15 06:16:00,KF-E104,in_use,38.01,49.72,18.08,97.99,91.83,26.83
2024-01-15 06:16:30,KF-E104,in_use,35.0,50.28,18.04,97.92,86.4,28.69
2024-01-15 06:17:00,KF-E104,in_use,25.17,50.09,16.66,97.87,90.39,25.14
2024-01-15 06:17:30,KF-E104,in_use,36.72,50.66,17.24,97.82,92.44,28.56
2024-01-15 06:18:00,KF-E104,in_use,33.5,50.86,16.77,97.77,87.6,
2024-01-15 06:18:30,KF-E104,in_use,32.0,49.97,16.1,97.71,92.96,28.01
2024-01-15 06:19:00,KF-E104,in_use,24.24,49.78,19.06,97.64,92.11,24.52
2024-01-15 06:19:30,KF-E104,in_use,35.54,,16.94,97.58,89.14,24.55
2024-01-15 06:20:00,KF-E104,in_use,40.56,49.97,19.13,97.52,91.53,27.66
2024-01-15 06:20:30,KF-E104,in_use,42.74,50.8,18.34,97.46,93.75,24.98
2024-01-15 06:21:00,KF-E104,in_use,34.66,49.74,15.98,97.41,92.42,28.63
2024-01-15 06:21:30,KF-E104,in_use,29.22,50.69,19.35,97.34,92.73,24.28
2024-01-15 06:22:00,KF-E104,in_use,46.21,50.81,18.24,97.29,90.62,
2024-01-15 06:22:30,KF-E104,in_use,42.18,50.28,18.05,97.24,92.75,24.26
2024-01-15 06:23:00,KF-E104,in_use,40.75,49.76,19.64,97.19,88.83,23.67
2024-01-15 06:23:30,KF-E104,in_use,31.32,50.14,15.68,97.13,94.02,27.53
2024-01-15 06:24:00,KF-E104,in_use,27.03,50.78,21.09,97.07,94.9,27.14
2024-01-15 06:24:30,KF-E104,in_use,33.07,50.44,18.39,97.01,94.18,26.23
2024-01-15 06:25:00,KF-E104,in_use,40.16,50.5,17.85,96.96,87.76,25.37
2024-01-15 06:25:30,KF-E104,in_use,31.83,50.9,17.2,96.9,89.51,22.49
2024-01-15 06:26:00,KF-E104,in_use,46.21,50.82,19.49,96.84,86.56,
2024-01-15 06:26:30,KF-E104,in_use,38.68,49.43,16.93,96.76,88.51,27.14
2024-01-15 06:27:00,KF-E104,in_use,20.43,51.14,19.63,96.69,94.21,26.55
2024-01-15 06:27:30,KF-E104,in_use,42.76,50.7,18.49,96.62,92.59,23.07
2024-01-15 06:28:00,KF-E104,in_use,44.04,50.56,16.6,,92.63,27.41
2024-01-15 06:28:30,KF-E104,in_use,38.9,50.91,20.48,96.5,92.47,25.83
2024-01-15 06:29:00,KF-E104,in_use,50.63,51.35,17.76,96.43,90.48,26.85
2024-01-15 06:29:30,KF-E104,in_use,43.44,50.33,17.29,96.35,89.46,29.25
2024-01-15 06:30:00,KF-E104,in_use,27.94,50.15,19.38,96.31,95.22,26.14
2024-01-15 06:30:30,KF-E104,in_use,40.16,50.66,17.88,,90.65,26.54
2024-01-15 06:31:00,KF-E104,in_use,41.08,50.28,19.01,96.17,90.09,27.13
2024-01-15 06:31:30,KF-E104,in_use,32.75,50.71,17.63,,93.36,27.43
2024-01-15 06:32:00,KF-E104,in_use,33.83,50.8,13.64,96.09,90.14,28.82
2024-01-15 06:32:30,KF-E104,in_use,40.72,50.39,17.46,96.03,91.03,28.31
2024-01-15 06:33:00,KF-E104,in_use,35.24,51.06,19.16,95.96,89.5,
2024-01-15 06:33:30,KF-E104,in_use,28.08,50.65,16.58,95.89,92.21,26.68
2024-01-15 06:34:00,KF-E104,in_use,38.49,50.31,19.09,95.82,94.16,24.48
2024-01-15 06:34:30,KF-E104,in_use,,50.41,19.95,95.76,92.68,21.96
2024-01-15 06:35:00,KF-E104,in_use,40.88,50.16,15.21,95.68,91.04,26.94
2024-01-15 06:35:30,KF-E104,in_use,31.29,50.01,18.83,95.63,88.79,27.21
2024-01-15 06:36:00,KF-E104,in_use,25.19,51.06,17.67,95.56,89.21,26.15
2024-01-15 06:36:30,KF-E104,in_use,,50.55,15.88,95.51,93.05,24.75
2024-01-15 06:37:00,KF-E104,in_use,30.52,50.93,15.62,95.45,90.18,25.5
2024-01-15 06:37:30,KF-E104,in_use,48.1,50.58,17.43,95.39,90.9,26.14
2024-01-15 06:38:00,KF-E104,in_use,23.73,50.02,18.01,95.33,,30.01
2024-01-15 06:38:30,KF-E104,in_use,41.08,50.79,16.02,95.27,,28.89
